name,category,subcategory,address,city,country_code,latitude,longitude,website,phone,source_record_id
Egg Drop,restaurantes,sandwich_shop,"""358-104, Seogyo-dong""",Seoul,KR,37.553924560546875,126.9232406616211,http://www.eggdrop.co.kr,+82260854371,7332fcff-2738-4e04-a311-96cf296c0730
유니크 태닝 한남본점,belleza,tanning_salon,용산구 독서당로 70 현대리버티하우스 102호,Seoul,KR,37.533477783203125,127.0086441040039,http://www.youniquetan.com/,+8227920515,8f409a4c-8a5b-413f-8893-82289d114ccc
더풋샵 (The Foot Shop),belleza,massage_therapy,중구 명동7길 21,Seoul,KR,37.564552307128906,126.98348236083984,http://www.thefootshop.cn,02-3789-8866,5e5390e9-5b2a-4c8e-b398-dda1cb09887a
Bar 고요,restaurantes,whiskey_bar,와우산로3길 8 2층,Seoul,KR,37.545997619628906,126.92243194580078,http://www.instagram.com/bar__goyo,+82264033398,654f9803-f650-4fed-88f6-70c037721b28
아우름클리닉,salud,medical_service_organization,서울시 서초구 강남대로 429,Seoul,KR,37.51499938964844,127.01599884033203,,+821090820084,e484e5d5-4257-4438-b114-26dbce0af2d1
나이스가이 Nice Guy,belleza,hair_salon,양천구 목동동로 379,Seoul,KR,37.535675048828125,126.8786392211914,http://www.iniceguy.com,02-2061-2801,ef607002-8836-4005-852f-b7982acf5c9a
명인만두,restaurantes,dumpling_restaurant,양천구 목동동로 427,Seoul,KR,37.53695297241211,126.88394927978516,http://www.mi-mandoo.co.kr,02-2643-0703,96da28e8-e736-4604-9d57-c2b4c9660010
명준공방,tiendas,shopping,"1231-5, Gaepo-dong, seoul",Seoul,KR,37.478363037109375,127.0478744506836,http://blog.naver.com/ariarang0801,+821090863238,e381b15b-66ff-491f-b8bf-15ba61ec9456
Callia Flower,tiendas,hardware_home_and_garden_store,강남구 논현동 81-12,Seoul,KR,37.48747253417969,127.05072784423828,,,0c075103-9288-4f73-9d47-f2762acf50e0
We CrossFit,belleza,health_and_wellness_club,"B1, 115, Seochojungang-ro, Seocho-gu",Seoul,KR,37.49284362792969,127.01383209228516,https://www.crossfit.com/gym/36114/we-crossfit,,25b51232-e56b-4c0c-9212-d4907f6ff257
Flavourtown맛동산,restaurantes,asian_restaurant,성동구 서울숲 4길 18-7,Seoul,KR,37.54682159423828,127.04312896728516,https://app.catchtable.co.kr/ct/shop/flavourtown,+8224699954,4b120444-58ff-42cd-8dea-478b681a7214
Zaffran Korea halal restaurant,restaurantes,halal_restaurant,용산구 우사단로10길 39,Seoul,KR,37.53312683105469,126.99758911132812,http://www.zaffrankr.wix.com/zaffran,02-794-3570,94381405-6a55-4e26-8a10-12c58e6d0654
느티각,tiendas,butcher_shop,삼전동 107-10,Seoul,KR,37.51430130004883,127.10659790039062,http://www.neuteegak.com/,+8250713280214,4f0a2313-1449-41ea-b164-1ceca7427b8c
쎄라,restaurantes,gay_bar,돈의동 37번지,Seoul,KR,37.572547912597656,126.98990631103516,,+82237890493,a8aa63f2-71b3-480c-aa45-0971f5322388
스마트클리닉,salud,dermatology,서울 송파구 신천동 7-28 현대타워 3층 301호,Seoul,KR,37.49924087524414,127.11246490478516,http://www.smartbeauty.co.kr/,+8224211175,a2b1a711-5ff6-4c20-8525-7c8c9c4757cf
